"";"text";"author";"poem"
"11";"
Niñita de pescadores 
que con viento y olas puedes, 
duerme pintada de conchas, 
garabateada de redes. 
Duerme encima de la duna 
que te alza y que te crece, 
oyendo la mar-nodriza 
que a más loca mejor mece. 
La red me llena la falda 
y no me deja tenerte, 
porque si rompo los nudos 
será que rompo tu suerte... 
Duérmete mejor que lo hacen 
las que en la cuna se mecen, 
la boca llena de sal 
y el sueño lleno de peces. 
Dos peces en las rodillas, 
uno plateado en la frente, 
y en el pecho, bate y bate, 
otro pez incandescente...";"gabriela_mistral";"canción_de_pescadoras"
"12";"
Caperucita Roja visitará a la abuela 
que en el poblado próximo sufre de extraño mal. 
Caperucita Roja, la de los rizos rubios, 
tiene el corazoncito tierno como un panal. 
A las primeras luces ya se ha puesto en camino 
y va cruzando el bosque con un pasito audaz. 
Sale al paso Maese Lobo, de ojos diabólicos. 
«Caperucita Roja, cuéntame adónde vas». 
Caperucita es cándida como los lirios blancos. 
«Abuelita ha enfermado. Le llevo aquí un pastel 
y un pucherito suave, que se derrama en juego. 
¿Sabes del pueblo próximo?  Vive en la entrada de él». 
Y ahora, por el bosque discurriendo encantada, 
recoge bayas rojas, corta ramas en flor, 
y se enamora de unas mariposas pintadas 
que la hacen olvidarse del viaje del Traidor... 
El Lobo fabuloso de blanqueados dientes, 
ha pasado ya el bosque, el molino, el alcor, 
y golpea en la plácida puerta de la abuelita, 
que le abre. (A la niña ha anunciado el Traidor.) 
Ha tres días la bestia no sabe de bocado. 
¡Pobre abuelita inválida, quién la va a defender! 
... Se la comió riendo toda y pausadamente 
y se puso en seguida sus ropas de mujer. 
Tocan dedos menudos a la entornada puerta. 
De la arrugada cama dice el Lobo: «¿Quién va?» 
La voz es ronca. «Pero la abuelita está enferma» 
la niña ingenua explica. «De parte de mamá». 
Caperucita ha entrado, olorosa de bayas. 
Le tiemblan en la mano gajos de salvia en flor. 
«Deja los pastelitos; ven a entibiarme el lecho». 
Caperucita cede al reclamo de amor. 
De entre la cofia salen las orejas monstruosas. 
«¿Por qué tan largas?», dice la niña con candor. 
Y el velludo engañoso, abrazado a la niña: 
«¿Para qué son tan largas?  Para oírte mejor». 
El cuerpecito tierno le dilata los ojos. 
El terror en la niña los dilata también. 
«Abuelita, decidme: ¿por qué esos grandes ojos?» 
«Corazoncito mío, para mirarte bien...» 
Y el viejo Lobo ríe, y entre la boca negra 
tienen los dientes blancos un terrible fulgor. 
«Abuelita, decidme: ¿por qué esos grandes dientes?» 
«Corazoncito, para devorarte mejor...» 
Ha arrollado la bestia, bajo sus pelos ásperos, 
el cuerpecito trémulo, suave como un vellón; 
y ha molido las carnes, y ha molido los huesos, 
y ha exprimido como una cereza el corazón...";"gabriela_mistral";"caperucita_roja"
"13";"
Madre, madre, tú me besas, 
pero yo te beso más, 
y el enjambre de mis besos 
no te deja ni mirar... 
Si la abeja se entra al lirio, 
no se siente su aletear. 
Cuando escondes a tu hijito 
ni se le oye respirar... 
Yo te miro, yo te miro 
sin cansarme de mirar, 
y qué lindo niño veo 
a tus ojos asomar... 
El estanque copia todo 
lo que tú mirando estás; 
pero tú en las niñas tienes 
a tu hijo y nada más. 
Los ojitos que me diste 
me los tengo de gastar 
en seguirte por los valles, 
por el cielo y por el mar...";"gabriela_mistral";"caricia"
"14";"
La rosa colorada 
cogida ayer; 
el fuego y la canela 
que llaman clavel; 
el pan horneado 
de anís con miel, 
y el pez de la redoma 
que la hace arder: 
todito tuyo 
hijito de mujer, 
con tal que quieras 
dormirte de una vez. 
La rosa, digo: 
digo el clavel. 
La fruta, digo, 
y digo que la miel; 
y el pez de luces 
y más y más también, 
¡con tal que duermas 
hasta el amanecer!";"gabriela_mistral";"con_tal_que_te_duermas"
"15";"
Todo adquiere en mi boca 
un sabor persistente de lágrimas; 
el manjar cotidiano, la trova 
y hasta la plegaria. 
Yo no tengo otro oficio 
después del callado de amarte, 
que este oficio de lágrimas, duro, 
que tú me dejaste. 
¡Ojos apretados 
de calientes lágrimas!, 
¡boca atribulada y convulsa, 
en que todo se me hace plegaria! 
¡Tengo una vergüenza 
de vivir de este modo cobarde! 
¡Ni voy en tu busca 
ni consigo tampoco olvidarte! 
Un remordimiento me sangra 
de mirar un cielo 
que no ven tus ojos, 
¡de palpar las rosas 
que sustenta la cal de tus huesos! 
¡Carne de miseria, 
gajo vergonzante, muerto de fatiga, 
que no baja a dormir a tu lado, 
que se aprieta, trélmulo, 
al impuro pezón de la Vida!";"gabriela_mistral";"coplas"
"16";"
Corderito mío, 
suavidad callada: 
mi pecho es tu gruta 
de musgo afelpada. 
Carnecita blanca, 
tajada de luna: 
lo he olvidado todo 
por hacerme cuna. 
Me olvidé del mundo 
y de mí no siento 
más que el pecho vivo 
con que te sustento. 
Y sé de mí sólo 
que en mí te recuestas. 
Tu fiesta, hijo mío, 
apagó las fiestas.";"gabriela_mistral";"corderito"
"17";"
1
Amo las cosas que nunca tuve 
con las otras que ya no tengo. 
Yo toco un agua silenciosa, 
parada en pastos friolentos, 
que sin un viento tiritaba 
en el huerto que era mi huerto. 
La miro como la miraba; 
me da un extraño pensamieto, 
y juego, lenta, con esa agua 
como con pez o con misterio.
2
Pienso en umbral donde dejé 
pasos alegres que ya no llevo, 
y en el umbral veo una llaga 
llena de musgo y de silencio.
3
Me busco un verso que he perdido, 
que a los siete años me dijeron. 
Fue una mujer haciendo el pan 
y yo su santa boca veo.
4
Viene un aroma roto en ráfagas; 
soy muy dichosa si lo siento; 
de tan delgado no es aroma, 
siendo el olor de los almendros. 
Me vuelve niños los sentidos; 
le busco un nombre y no lo acierto, 
y huelo el aire y los lugares 
buscando almendros que no encuentro...
5
Un río suena siempre cerca. 
Ha cuarenta años que lo siento. 
Es canturía de mi sangre 
o bien un ritmo que me dieron. 
O el río Elqui de mi infancia 
que me repecho y me vadeo. 
Nunca lo pierdo; pecho a pecho, 
como dos niños, nos tenemos.
6
Cuando sueño la Cordillera, 
camino por desfiladeros, 
y voy oyéndoles, sin tregua, 
un silbo casi juramento.
7
Veo al remate del Pacífico 
amoratado mi archipiélago 
y de una isla me ha quedado 
un olor acre de alción muerto...
8
Un dorso, un dorso grave y dulce, 
remata el sueño que yo sueño. 
Es el final de mi camino 
y me descanso cuando llego. 
Es tronco muerto o es mi padre 
el vago dorso ceniciento. 
Yo no pregunto, no lo turbo. 
Me tiendo junto, callo y duermo.
9
Amo una piedra de Oaxaca 
o Guatemala, a que me acerco, 
roja y fija como mi cara 
y cuya grieta da un aliento. 
Al dormirme queda desnuda; 
no sé por qué yo la volteo. 
Y tal vez nunca la he tenido 
y es mi sepulcro lo que veo...";"gabriela_mistral";"cosas"
"18";"
Creo en mi corazón, ramo de aromas
que mi Señor como una fronda agita,
perfumando de amor toda la vida
y haciéndola bendita.
Creo en mi corazón, el que no pide
nada porque es capaz del sumo ensueño
y abraza en el ensueño lo creado:
¡inmenso dueño!
Creo en mi corazón, que cuando canta
hunde en el Dios profundo el franco herido,
para subir de la piscina viva
recién nacido
Creo en mi corazón, el que tremola
porque lo hizo el que turbó los mares,
y en el que da la Vida orquestaciones
como de pleamares.
Creo en mi corazón, el que yo exprimo
para teñir el lienzo de la vida
de rojez o palor y que le ha hecho
veste encendida.
Creo en mi corazón, el que en la siembra
por el surco sin fin fue acrecentando.
Creo en mi corazón, siempre vertido,
pero nunca vaciado.
Creo en mi corazón, en que el gusano
no ha de morder, pues mellará a la muerte;
creo en mi corazón, el reclinado
en el pecho de Dios terrible y fuerte.";"gabriela_mistral";"creo_en_mi_corazón"
"19";"
Dame la mano y danzaremos; 
dame la mano y me amarás. 
Como una sola flor seremos, 
como una flor, y nada más... 
El mismo verso cantaremos, 
al mismo paso bailarás. 
Como una espiga ondularemos, 
como una espiga, y nada más. 
Te llamas Rosa y yo Esperanza; 
pero tu nombre olvidarás, 
porque seremos una danza 
en la colina y nada más...";"gabriela_mistral";"dame_la_mano"
"20";"
I. Amarás la belleza, que es la sombra de Dios sobre el Universo.
II. No hay arte ateo. Aunque no ames al Creador, lo afirmarás creando a su semejanza.
III. No darás la belleza como cebo para los sentidos, sino como el natural alimento del alma.
IV. No te será pretexto para la lujuria ni para la vanidad, sino ejercicio divino.
V. No la buscarás en las ferias ni llevarás tu obra a ellas, porque la Belleza es virgen, y la que está en las ferias no es Ella.
VI. Subirá de tu corazón a tu canto y te habrá purificado a ti el primero.
VII. Tu belleza se llamará también misericordia, y consolará el corazón de los hombres.
VIII. Darás tu obra como se da un hijo: restando sangre de tu corazón.
IX. No te será la belleza opio adormecedor, sino vino generoso que te encienda para la acción, pues si dejas de ser hombre o mujer, dejarás de ser artista.
X. De toda creación saldrás con vergüenza, porque fue inferior a tu sueño, e inferior a ese sueño maravilloso de Dios, que es la Naturaleza.";"gabriela_mistral";"decálogo_del_artista"
"21";"
Del nicho helado en que los hombres te pusieron,
te bajaré a la tierra humilde y soleada.
Que he de dormirme en ella los hombres no supieron,
y que hemos de soñar sobre la misma almohada.
Te acostaré en la tierra soleada con una
dulcedumbre de madre para el hijo dormido,
y la tierra ha de hacerse suavidades de cuna
al recibir tu cuerpo de niño dolorido.
Luego iré espolvoreando tierra y polvo de rosas,
y en la azulada y leve polvareda de luna,
los despojos livianos irán quedando presos.
Me alejaré cantando mis venganzas hermosas,
¡porque a ese hondor recóndito la mano de ninguna
bajará a disputarme tu puñado de huesos!";"gabriela_mistral";"del_nicho_helado_en_que_los_hombres_te_pusieron"
"22";"
La bruma espesa, eterna, para que olvide dónde 
me ha arrojado la mar en su ola de salmuera. 
La tierra a la que vine no tiene primavera: 
tiene su noche larga que cual madre me esconde. 
El viento hace a mi casa su ronda de sollozos 
y de alarido, y quiebra, como un cristal, mi grito. 
Y en la llanura blanca, de horizonte infinito, 
miro morir intensos ocasos dolorosos. 
¿A quién podrá llamar la que hasta aquí ha venido 
si más lejos que ella sólo fueron los muertos? 
¡Tan sólo ellos contemplan un mar callado y yerto 
crecer entre sus brazos y los brazos queridos! 
Los barcos cuyas velas blanquean en el puerto 
vienen de tierras donde no están los que no son míos; 
sus hombres de ojos claros no conocen mis ríos 
y traen frutos pálidos, sin la luz de mis huertos. 
Y la interrogación que sube a mi garganta 
al mirarlos pasar, me desciende, vencida: 
hablan extrañas lenguas y no la conmovida 
lengua que en tierras de oro mi pobre madre canta. 
Miro bajar la nieve como el polvo en la huesa; 
miro crecer la niebla como el agonizante, 
y por no enloquecer no encuentro los instantes, 
porque la noche larga ahora tan solo empieza. 
Miro el llano extasiado y recojo su duelo, 
que viene para ver los paisajes mortales. 
La nieve es el semblante que asoma a mis cristales: 
¡siempre será su albura bajando de los cielos! 
Siempre ella, silenciosa, como la gran mirada 
de Dios sobre mí; siempre su azahar sobre mi casa; 
siempre, como el destino que ni mengua ni pasa, 
descenderá a cubrirme, terrible y extasiada.";"gabriela_mistral";"desolación"
"23";"
Dormimos, soñé la Tierra 
del Sur, soñé el Valle entero, 
el pastal, la viña crespa, 
y la gloria de los huertos. 
¿Qué soñaste tú mi Niño 
con cara tan placentera? 
Vamos a buscar chañares 
hasta que los encontremos, 
y los guillaves prendidos 
a unos quioscos del infierno. 
El que más coge convida 
a otros dos que no cogieron. 
Yo no me espino las manos 
de niebla que me nacieron. 
Hambre no tengo, ni sed y 
sin virtud doy o cedo. 
¿A qué agradecerme así 
fruto que tomo y entrego?";"gabriela_mistral";"despertar"
"24";"
Como soy reina y fui mendiga, ahora 
vivo en puro temblor de que me dejes, 
y te pregunto, pálida, a cada hora: 
«¿Estás conmigo aún? ¡Ay, no te alejes!» 
Quisiera hacer las marchas sonriendo 
y confiando ahora que has venido; 
pero hasta en el dormir estoy temiendo 
y pregunto entre sueños: «¿No te has ido?».";"gabriela_mistral";"desvelada"
"25";"
A la cara de mi hijo 
que duerme, bajan 
arenas de las dunas, 
flor de la caña 
y la espuma que vuela 
de la cascada... 
Y es sueño nada más 
cuanto le baja; 
sueño cae a su boca, 
sueño a su espalda, 
y me roban su cuerpo 
junto con su alma. 
Y así lo van cubriendo 
con tanta maña, 
que en la noche no tengo 
hijo ni nada, 
madre ciega de sombra, 
madre robada. 
Hasta que el sol bendito 
al fin lo baña: 
me lo devuelve en linda 
fruta mondada 
¡y me lo pone entero 
sobre la falda!";"gabriela_mistral";"devuelto"
"26";"
I
La tierra se hace madrastra
si tu alma vende a mi alma.
Llevan un escalofrío
de tribulación las aguas.
El mundo fue más hermoso
desde que me hiciste aliada,
cuando junto de un espino
nos quedamos sin palabras
¡y el amor como el espino
nos traspasó de fragancia!
Pero te va a brotar víboras
la tierra si vendes mi alma;
baldías del hijo, rompo
mis rodillas desoladas.
Se apaga Cristo en mi pecho
¡y la puerta de mi casa
quiebra la mano al mendigo
y avienta a la atribulada!
II
Beso que tu boca entregue
a mis oídos alcanza,
porque las grutas profundas
me devuelven tus palabras.
El polvo de los senderos
guarda el olor de tus plantas
y oteándolas como un ciervo,
te sigo por las montañas...
A la que tú ames, las nubes
la pintan sobre mi casa.
Ve cual ladrón a besarla
de la tierra en las entrañas;
que, cuando el rostro le alces,
hallas mi cara con lágrimas.
III
Dios no quiere que tu tengas
sol si conmigo no marchas;
Dios no quiere que tu bebas
si yo no tiemblo en tu agua;
no consiente que te duermas
sino en mi trenza ahuecada.
IV
Si te vas, hasta en los musgos
del camino rompes mi alma;
te muerden la sed y el hambre
en todo monte o llamada
y en cualquier país las tardes
con sangre serán mis llagas.
Y destilo de tu lengua
aunque a otra mujer llamaras,
y me clavo como un dejo
de salmuera en tu garganta;
y odies, o cantes, o ansíes,
¡por mí solamente clamas!
V
Si te vas y mueres lejos,
tendrás la mano ahuecada
diez años bajo la tierra
para recibir mis lágrimas,
sintiendo cómo te tiemblan
las carnes atribuladas,
¡hasta que te espolvoreen
mis huesos sobre la cara!";"gabriela_mistral";"dios_lo_quiere"
"27";"
Doña Primavera 
viste que es primor, 
viste en limonero 
y en naranjo en flor. 
Lleva por sandalias 
unas anchas hojas, 
y por caravanas 
unas fucsias rojas. 
Salid a encontrarla 
por esos caminos. 
¡Va loca de soles 
y loca de trinos! 
Doña Primavera 
de aliento fecundo, 
se ríe de todas 
las penas del mundo... 
No cree al que le hable 
de las vidas ruines. 
¿Cómo va a toparlas 
entre los jazmines? 
¿Cómo va a encontralas 
junto de las fuentes 
de espejos dorados 
y cantos ardientes? 
De la tierra enferma 
en las pardas grietas, 
enciende rosales 
de rojas piruetas. 
Pone sus encajes, 
prende sus verduras, 
en la piedra triste 
de las sepulturas... 
Doña Primavera 
de manos gloriosas, 
haz que por la vida 
derramemos rosas: 
Rosas de alegría, 
rosas de perdón, 
rosas de cariño, 
y de exultación.";"gabriela_mistral";"doña_primavera"
"28";"
No tengo sólo un Ángel 
con ala estremecida: 
me mecen como al mar 
mecen las dos orillas 
el Ángel que da el gozo 
y el que da la agonía, 
el de alas tremolantes 
y el de las alas fijas. 
Yo sé, cuando amanece, 
cuál va a regirme el día, 
si el de color de llama 
o el color de ceniza, 
y me les doy como alga 
a la ola, contrita. 
Sólo una vez volaron 
con las alas unidas: 
el día del amor, 
el de la Epifanía. 
¡Se juntaron en una 
sus alas enemigas 
y anudaron el nudo 
de la muerte y la vida!";"gabriela_mistral";"dos_ángeles"
"29";"
Madrecita mía, 
madrecita tierna, 
déjame decirte 
dulzuras extremas. 
Es tuyo mi cuerpo 
que juntaste en ramo; 
deja revolverlo 
sobre tu regazo. 
Juega tú a ser hoja 
y yo a ser rocío: 
y en tus brazos locos 
tenme suspendido. 
Madrecita mía, 
todito mi mundo, 
déjame decirte 
los cariños sumos.";"gabriela_mistral";"dulzura"
"30";"
Si yo te odiara, mi odio te daría 
en las palabras, rotundo y seguro; 
pero te amo y mi amor no se confía 
a este hablar de los hombres, tan oscuro. 
Tú lo quisieras vuelto en alarido, 
y viene de tan hondo que ha deshecho 
su quemante raudal, desfallecido, 
antes de la garganta, antes del pecho. 
Estoy lo mismo que estanque colmado 
y te parezco un surtidor inerte. 
¡Todo por mi callar atribulado 
que es más atroz que el entrar en la muerte!";"gabriela_mistral";"el_amor_que_calla"
"31";"
Es verdad, no es un cuento; 
hay un Ángel Guardián 
que te toma y te lleva como el viento 
y con los niños va por donde van. 
Tiene cabellos suaves 
que van en la venteada, 
ojos dulces y graves 
que te sosiegan con una mirada 
y matan miedos dando claridad. 
(No es un cuento, es verdad.) 
Él tiene cuerpo, manos y pies de alas 
y las seis alas vuelan o resbalan, 
las seis te llevan de su aire batido 
y lo mismo te llevan de dormido. 
Hace más dulce la pulpa madura 
que entre tus labios golosos estrujas; 
rompe a la nuez su taimada envoltura 
y es quien te libra de gnomos y brujas. 
Es quien te ayuda a que cortes las rosas, 
que están sentadas en trampas de espinas, 
el que te pasa las aguas mañosas 
y el que te sube las cuestas más pinas. 
Y aunque camine contigo apareado, 
como la guinda y la guinda bermeja, 
cuando su seña te pone el pecado 
recoge tu alma y el cuerpo te deja. 
Es verdad, no es un cuento: 
hay un Ángel Guardián 
que te toma y te lleva como el viento 
y con los niños va por donde van.";"gabriela_mistral";"el_ángel_guardián"
"32";"
Corro de las niñas 
corro de mil niñas 
a mi alrededor: 
¡oh Dios, yo soy dueña 
de este resplandor! 
En la tierra yerma, 
sobre aquel desierto 
mordido de sol, 
¡mi corro de niñas 
como inmensa flor! 
En el llano verde, 
al pie de los montes, 
que hería la voz, 
¡el corro era un solo 
divino temblor! 
En la estepa inmensa, 
en la estepa yerta 
de desolación, 
¡mi corro de niñas 
ardiendo de amor! 
En vano quisieron 
quebrarme la estrofa 
con tribulación: 
¡el corro la canta 
debajo de Dios!";"gabriela_mistral";"el_corro_luminoso"
"33";"
Le he encontrado en el sendero. 
No turbó su ensueño el agua 
ni se abrieron más las rosas; 
abrió el asombro mi alma. 
¡Y una pobre mujer tiene 
su cara llena de lágrimas! 
Llevaba un canto ligero 
en la boca descuidada, 
y al mirarme se le ha vuelto 
grave el canto que entonaba. 
Miré la senda, la hallé 
extraña y como soñada. 
¡Y en el alba de diamante 
tuve mi cara con lágrimas! 
Siguió su marcha cantando 
y se llevó mis miradas... 
Detrás de él no fueron más 
azules y altas las salvias. 
¡No importa! Quedó en el aire 
estremecida mi alma. 
¡Y aunque ninguno me ha herido 
tengo la cara con lágrimas! 
Esta noche no ha velado 
como yo junto a la lámpara; 
como él ignora, no punza 
su pecho de nardo mi ansia; 
pero tal vez por su sueño 
pase un olor de retamas, 
¡porque una pobre mujer 
tiene su cara con lágrimas! 
Iba sola y no temía; 
con hambre y sed no lloraba; 
desde que lo vi cruzar, 
mi Dios me vistió de llagas. 
Mi madre en su lecho reza 
por mí su oración confiada. 
Pero ¡yo tal vez por siempre 
tendré mi cara con lágrimas!";"gabriela_mistral";"el_encuentro"
"34";"
El espino prende a una roca 
su enloquecida contorsión, 
y es el espíritu del yermo, 
retorcido de angustia y sol. 
La encina es bella como Júpiter, 
y es un Narciso el mirto en flor. 
A él lo hicieron como a Vulcano, 
el horrible dios forjador. 
A él lo hicieron sin el encaje 
del claro álamo temblador, 
porque el alma del caminante 
ni le conozca la aflicción. 
De las greñas le nacen flores. 
(Así el verso le nació a Job.) 
Y como el salmo del leproso, 
es de agudo su intenso dolor. 
Pero aunque llene el aire ardiente 
de las siestas su exhalación, 
no ha sentido en su greña oscura 
temblarle un nido turbador... 
Me ha contado que me conoce, 
que en una noche de dolor 
en su espeso millón de espinas 
magullaron mi corazón. 
Le he abrazado como a una hermana, 
cual si Agar abrazara a Job, 
en un nudo que no es ternura, 
porque es más ¡desesperación!";"gabriela_mistral";"el_espino"
